MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Target,Xgrp
4.5458,6.0,5.154015402,1.061606161,2180.0,2.398239824,2.082,1.0
1.625,38.0,4.616766467,1.089820359,1220.0,3.652694611,0.528,1.0
3.5208,20.0,5.2,1.34,69.0,1.38,0.766,1.0
3.4028,33.0,3.910638298,0.885106383,724.0,3.080851064,1.105,1.0
3.6823,30.0,4.3,0.990625,629.0,1.965625,2.952,1.0
3.6154,5.0,4.193548387,0.991935484,1037.0,2.787634409,1.818,1.0
3.2368,8.0,4.602102102,1.039039039,1440.0,2.162162162,1.292,1.0
2.3713,18.0,3.526605505,1.029357798,1096.0,2.011009174,2.44,1.0
2.5509,26.0,5.245746692,1.08979206,2372.0,2.241965974,1.818,1.0
2.625,41.0,3.115479115,0.977886978,1887.0,4.636363636,1.5,1.0
3.3393,15.0,6.602272727,1.386363636,655.0,2.481060606,1.469,1.0
2.3977,52.0,5.323450135,1.021563342,1043.0,2.811320755,1.122,1.0
4.1312,35.0,5.09178744,0.985507246,1257.0,3.036231884,1.852,1.0
5.3765,15.0,6.50297619,1.148809524,827.0,2.461309524,2.231,1.0
9.6986,6.0,7.737523105,0.95194085,1794.0,3.316081331,3.576,1.0
2.6471,16.0,4.098666667,0.970666667,1125.0,3.0,0.907,1.0
2.0074,40.0,5.394805195,1.12987013,1454.0,3.776623377,0.57,1.0
4.45,46.0,5.320359281,1.083832335,896.0,2.682634731,3.483,1.0
1.5547,20.0,4.187358916,1.171557562,1091.0,2.46275395,0.939,1.0
2.5089,52.0,4.989730424,1.030808729,1768.0,2.26957638,1.19,1.0
3.6894,52.0,4.372964169,1.024429967,1170.0,1.905537459,4.188,1.0
4.9744,16.0,6.303571429,1.032142857,743.0,2.653571429,2.097,1.0
3.0862,45.0,5.633540373,1.167701863,479.0,2.97515528,0.79,1.0
2.375,4.0,4.504854369,1.042071197,1784.0,5.773462783,1.245,1.0
3.1349,29.0,4.321937322,1.042735043,1776.0,2.52991453,2.302,1.0
2.1434,42.0,6.631818182,1.309090909,1182.0,2.686363636,0.44,1.0
2.3036,22.0,6.246808511,1.212765957,611.0,2.6,0.73,1.0
1.9556,44.0,4.975077882,1.208722741,902.0,2.809968847,0.933,1.0
3.4914,44.0,5.963917526,1.069587629,796.0,2.051546392,1.539,1.0
5.8418,15.0,6.831460674,0.93258427,572.0,3.213483146,2.403,1.0
4.1687,41.0,5.873333333,1.046666667,738.0,2.46,2.407,1.0
2.15,37.0,3.7532097,1.047075606,3228.0,4.604850214,1.322,1.0
3.375,8.0,5.671232877,1.150684932,413.0,2.828767123,0.807,1.0
4.4861,35.0,7.033149171,1.160220994,555.0,3.066298343,2.693,1.0
3.312,17.0,6.451757666,1.390426328,3497.0,2.615557218,1.213,1.0
5.0325,30.0,6.097222222,1.090277778,899.0,3.121527778,2.382,1.0
3.045,9.0,6.475113122,1.149321267,681.0,3.081447964,1.704,1.0
4.1719,24.0,5.06372549,0.926470588,486.0,2.382352941,2.135,1.0
2.2054,21.0,4.120253165,1.034810127,1244.0,3.936708861,0.664,1.0
10.9508,52.0,6.961389961,0.992277992,683.0,2.637065637,5.00001,1.0
5.0292,18.0,6.439421338,1.012658228,1753.0,3.169981917,2.694,1.0
5.3057,26.0,4.596875,1.0875,1089.0,3.403125,2.264,1.0
5.2269,52.0,6.269607843,1.044117647,444.0,2.176470588,1.61,1.0
5.2955,23.0,6.831168831,1.049350649,1184.0,3.075324675,2.476,1.0
6.1481,11.0,7.095238095,1.034798535,1672.0,3.062271062,2.746,1.0
3.5536,52.0,4.116959064,1.029239766,1227.0,2.391812865,4.0,1.0
3.5227,35.0,5.612903226,1.053763441,1056.0,3.784946237,1.054,1.0
2.1477,27.0,4.968454259,1.012618297,1063.0,3.353312303,0.539,1.0
2.925,26.0,5.283524904,1.093869732,1291.0,2.473180077,1.814,1.0
3.2708,40.0,6.857142857,1.0,46.0,3.285714286,1.625,1.0
5.9907,34.0,4.978142077,0.994535519,750.0,2.049180328,5.00001,1.0
6.9635,5.0,4.385638298,1.031914894,779.0,2.071808511,4.173,1.0
5.9289,5.0,6.692852543,1.04121056,4496.0,2.895041854,4.113,1.0
7.5112,23.0,7.280757098,1.015772871,1001.0,3.157728707,3.555,1.0
4.0,38.0,5.165853659,1.063414634,561.0,2.736585366,2.486,1.0
5.0362,29.0,6.11011236,0.978651685,2310.0,2.595505618,2.753,1.0
2.7372,52.0,4.443804035,1.005763689,1424.0,2.051873199,2.102,1.0
5.9053,16.0,6.577464789,1.003521127,995.0,3.503521127,2.605,1.0
3.6364,19.0,6.465408805,1.201257862,340.0,2.13836478,2.528,1.0
7.6923,28.0,7.28440367,1.018348624,329.0,3.018348624,3.298,1.0
4.625,39.0,5.762452107,1.072796935,718.0,2.750957854,2.19,1.0
2.9107,29.0,4.975088968,1.046263345,1346.0,2.395017794,1.697,1.0
5.234,15.0,6.533169533,0.972972973,1159.0,2.847665848,1.249,1.0
3.0819,32.0,5.370018975,1.223908918,1500.0,2.84629981,2.146,1.0
3.4402,28.0,6.522821577,1.439834025,1095.0,2.271784232,1.924,1.0
4.0057,38.0,5.366935484,1.004032258,1132.0,2.282258065,2.416,1.0
3.5865,35.0,5.372972973,1.097297297,602.0,3.254054054,1.78,1.0
3.1196,16.0,5.306089744,1.125,1627.0,2.607371795,1.872,1.0
4.0234,38.0,4.924528302,1.0,981.0,3.08490566,1.119,1.0
3.1442,21.0,4.709163347,0.96812749,733.0,2.920318725,1.316,1.0
2.6098,23.0,6.385542169,1.098393574,1829.0,3.672690763,0.66,1.0
3.475,6.0,6.352941176,1.058823529,43.0,2.529411765,1.875,1.0
1.8095,31.0,4.129094412,1.005780347,2276.0,4.385356455,1.008,1.0
4.0076,22.0,4.933021807,1.157320872,1797.0,2.799065421,2.521,1.0
1.9167,52.0,4.262903226,1.009677419,1212.0,1.95483871,1.592,1.0
5.1718,31.0,5.676416819,1.063985375,1359.0,2.484460695,4.291,1.0
3.1415,19.0,3.318077803,1.164759725,746.0,1.707093822,0.55,1.0
5.2444,33.0,6.753363229,1.052316891,1776.0,2.65470852,2.811,1.0
8.1093,17.0,7.315359477,0.996732026,1798.0,2.937908497,4.104,1.0
3.2465,19.0,5.876971609,1.119873817,1260.0,3.974763407,2.774,1.0
3.8287,35.0,4.857142857,1.093023256,1675.0,2.782392027,2.799,1.0
4.7891,19.0,4.693467337,1.343383585,1159.0,1.941373534,3.346,1.0
3.9727,17.0,5.74523103,1.04874947,6544.0,2.774056804,1.327,1.0
1.4676,17.0,5.497076023,1.365497076,798.0,2.333333333,0.65,1.0
2.3333,33.0,5.782828283,0.994949495,508.0,2.565656566,0.813,1.0
4.8068,46.0,5.463878327,1.011406844,607.0,2.307984791,3.697,1.0
1.47,36.0,4.377777778,1.005555556,405.0,2.25,0.619,1.0
4.2227,28.0,4.89953271,0.947429907,2556.0,2.985981308,2.354,1.0
3.3611,23.0,5.326923077,0.978021978,841.0,2.31043956,1.692,1.0
5.1999,20.0,4.935622318,1.092274678,1675.0,1.7972103,5.00001,1.0
4.7773,37.0,3.535460993,0.929078014,531.0,1.882978723,4.0,1.0
4.1118,5.0,4.99009901,1.295929593,2485.0,2.733773377,1.259,1.0
1.5326,52.0,3.67679558,0.955801105,1144.0,3.160220994,0.906,1.0
2.5663,26.0,4.036161335,1.058414465,2258.0,3.140472879,1.289,1.0
2.3523,34.0,3.697802198,0.950549451,539.0,2.961538462,0.66,1.0
4.3897,14.0,6.245689655,0.982758621,670.0,2.887931034,1.863,1.0
3.4833,23.0,4.259933775,1.139072848,1478.0,2.447019868,2.094,1.0
4.9323,34.0,5.545045045,1.0,702.0,3.162162162,2.237,1.0
2.1522,43.0,3.452531646,1.012658228,1418.0,4.487341772,1.594,1.0
3.37,36.0,4.960130187,1.0455655,3093.0,2.516680228,1.591,1.0
3.9567,52.0,5.173664122,1.127862595,1848.0,3.526717557,2.515,1.0
2.3438,26.0,4.541832669,1.09561753,669.0,1.332669323,0.723,1.0
2.875,37.0,5.802666667,1.114666667,1301.0,3.469333333,0.989,1.0
9.4987,34.0,7.00979021,1.043356643,1699.0,2.376223776,5.00001,1.0
2.625,16.0,8.333333333,1.666666667,20.0,3.333333333,1.375,1.0
4.8497,19.0,5.730994152,0.941520468,2519.0,2.94619883,1.844,1.0
3.2824,52.0,4.356984479,1.064301552,794.0,1.760532151,3.048,1.0
5.1589,35.0,5.18336163,1.057724958,1311.0,2.225806452,4.392,1.0
3.5905,37.0,4.007352941,1.046568627,1027.0,2.517156863,2.647,1.0
2.6522,35.0,5.013605442,0.989795918,709.0,2.411564626,0.659,1.0
2.5781,47.0,5.170731707,1.068292683,496.0,2.419512195,1.048,1.0
3.32,27.0,5.483296214,1.077951002,852.0,1.897550111,1.247,1.0
5.4127,25.0,6.041791045,0.931343284,907.0,2.707462687,3.928,1.0
2.8917,33.0,4.699346405,1.009803922,1378.0,4.503267974,1.704,1.0
5.2668,32.0,6.31024531,0.985569986,2040.0,2.943722944,2.423,1.0
2.4706,22.0,5.232273839,1.08801956,1441.0,3.523227384,0.894,1.0
2.6719,35.0,4.455026455,1.063492063,763.0,4.037037037,1.098,1.0
1.9309,31.0,3.762820513,1.10042735,1810.0,3.867521368,1.734,1.0
4.6705,19.0,6.38961039,1.136363636,852.0,2.766233766,2.698,1.0
1.875,30.0,5.668949772,1.308219178,1172.0,2.675799087,0.897,1.0
2.2813,41.0,3.842931937,0.994764398,565.0,2.958115183,1.92,1.0
2.4281,18.0,5.649606299,1.011811024,657.0,2.586614173,0.725,1.0
2.7625,52.0,4.391534392,1.058201058,701.0,3.708994709,2.321,1.0
6.8107,29.0,6.993589744,1.036858974,1550.0,2.483974359,3.674,1.0
2.5352,13.0,9.793028322,1.864923747,1149.0,2.503267974,1.137,1.0
2.7321,18.0,5.202580645,1.029677419,1948.0,2.513548387,0.926,1.0
2.6991,50.0,4.809338521,1.097276265,1079.0,4.19844358,1.813,1.0
2.0134,23.0,4.046153846,1.169230769,245.0,1.884615385,1.425,1.0
6.7546,36.0,7.154471545,1.150406504,562.0,2.284552846,4.024,1.0
1.2188,37.0,2.882352941,1.088235294,194.0,2.852941176,2.188,1.0
2.2188,52.0,3.604010025,1.182957393,1018.0,2.551378446,3.067,1.0
6.8233,18.0,7.228915663,1.009638554,1155.0,2.78313253,3.326,1.0
2.875,38.0,5.426048565,1.077262693,1135.0,2.505518764,0.991,1.0
2.8424,30.0,3.927750411,1.075533662,1987.0,3.26272578,2.264,1.0
4.9384,28.0,5.005649718,1.048587571,2131.0,2.407909605,3.781,1.0
3.375,42.0,4.468390805,0.968390805,1152.0,3.310344828,1.696,1.0
2.5764,14.0,5.08984375,1.00390625,1228.0,2.3984375,1.5,1.0
3.2321,20.0,5.375545852,1.082969432,1117.0,2.438864629,1.625,1.0
3.05,20.0,4.216216216,1.054054054,171.0,4.621621622,2.25,1.0
3.5,24.0,5.986440678,1.047457627,1681.0,2.849152542,1.139,1.0
3.6682,33.0,4.609329446,1.052478134,1553.0,2.263848397,2.661,1.0
3.1635,30.0,3.505067568,1.160472973,1026.0,1.733108108,3.667,1.0
5.4493,6.0,5.772687986,1.00605013,3196.0,2.762316335,2.426,1.0
2.5625,18.0,3.473529412,1.038235294,781.0,2.297058824,1.531,1.0
2.6576,23.0,5.163003663,1.120879121,1644.0,3.010989011,1.479,1.0
3.0727,31.0,4.197685632,1.077145612,2338.0,2.254580521,2.426,1.0
3.9934,41.0,5.004830918,1.185990338,742.0,1.792270531,5.00001,1.0
8.2405,25.0,7.630573248,1.006369427,951.0,3.02866242,2.352,1.0
0.8964,24.0,5.726618705,1.748201439,227.0,1.633093525,0.592,1.0
5.9339,15.0,6.361313869,0.927007299,943.0,3.441605839,2.86,1.0
2.7386,16.0,3.367375887,1.106382979,913.0,1.295035461,0.875,1.0
4.1797,25.0,4.786407767,1.01618123,977.0,3.161812298,2.718,1.0
4.6042,51.0,6.664122137,1.025445293,922.0,2.34605598,2.519,1.0
3.4632,6.0,5.488421053,1.172631579,1266.0,2.665263158,1.377,1.0
2.9781,35.0,5.565537555,1.04712813,2493.0,3.671575847,1.09,1.0
9.8346,13.0,6.01320132,1.0330033,643.0,2.122112211,4.017,1.0
2.619,20.0,4.326347305,0.967065868,573.0,1.715568862,1.458,1.0
4.7426,19.0,5.871428571,1.022857143,1064.0,3.04,2.631,1.0
6.1731,26.0,8.146496815,1.038216561,412.0,2.624203822,2.938,1.0
2.7232,35.0,5.385416667,1.114583333,857.0,2.975694444,1.154,1.0
3.9,52.0,4.848189415,1.045961003,1444.0,2.011142061,2.757,1.0
2.1781,32.0,3.490076336,0.998473282,2991.0,4.566412214,1.745,1.0
3.2599,47.0,4.750825083,1.041254125,2229.0,3.678217822,1.831,1.0
8.4709,34.0,7.215,1.09,504.0,2.52,5.00001,1.0
2.4605,20.0,5.200389105,1.046692607,1282.0,2.494163424,1.059,1.0
4.7083,34.0,5.926691729,1.054511278,1679.0,3.156015038,2.053,1.0
5.3245,39.0,6.508474576,1.372881356,264.0,2.237288136,2.5,1.0
6.1575,52.0,7.573333333,1.213333333,219.0,2.92,5.00001,1.0
7.8528,9.0,6.009174312,1.009174312,222.0,2.036697248,3.375,1.0
2.9,12.0,3.662847791,1.116202946,1882.0,3.080196399,2.083,1.0
1.8849,16.0,4.536741214,0.993610224,470.0,1.501597444,0.908,1.0
0.922,15.0,6.287671233,1.301369863,160.0,2.191780822,0.675,1.0
3.5139,31.0,4.591973244,1.165551839,1973.0,3.299331104,1.928,1.0
3.5,46.0,4.748251748,1.111888112,382.0,2.671328671,2.212,1.0
2.8571,44.0,2.768041237,0.891752577,355.0,1.829896907,2.5,1.0
2.0875,25.0,3.933641975,1.041666667,2053.0,3.168209877,0.831,1.0
6.9133,8.0,5.976470588,1.026470588,862.0,2.535294118,2.741,1.0
4.4625,37.0,5.042553191,0.957446809,769.0,3.272340426,1.542,1.0
3.3348,52.0,4.929133858,1.031496063,722.0,1.895013123,1.228,1.0
4.1847,11.0,3.830838323,1.038922156,1309.0,1.959580838,1.673,1.0
6.5881,34.0,6.173469388,0.99744898,917.0,2.339285714,3.944,1.0
2.0385,47.0,5.01754386,0.994152047,365.0,2.134502924,2.25,1.0
3.5541,14.0,6.0,1.146050671,1825.0,2.719821162,1.918,1.0
5.5423,14.0,6.777969019,1.078313253,3699.0,3.183304647,2.487,1.0
7.3141,15.0,6.937293729,0.97359736,1060.0,3.498349835,3.371,1.0
2.4322,12.0,5.105125977,1.061685491,2992.0,2.599478714,1.121,1.0
3.375,16.0,6.013372957,1.142644874,1998.0,2.968796434,1.719,1.0
7.1148,28.0,6.829971182,1.014409222,832.0,2.397694524,5.00001,1.0
2.5772,37.0,4.249462366,1.034408602,1197.0,2.574193548,1.702,1.0
5.3119,6.0,6.971671388,1.033994334,3415.0,3.224740321,1.573,1.0
2.1864,29.0,4.031626506,1.040662651,1880.0,2.831325301,1.432,1.0
2.3357,48.0,4.064935065,0.99025974,673.0,2.185064935,1.75,1.0
1.9605,37.0,5.219211823,1.088669951,1372.0,3.379310345,1.062,1.0
4.6477,15.0,7.434615385,1.076923077,965.0,3.711538462,1.427,1.0
2.3304,32.0,3.310606061,1.035353535,1792.0,4.525252525,1.199,1.0
3.7414,29.0,6.631067961,1.067961165,787.0,2.546925566,0.985,1.0
8.2037,7.0,6.008356546,1.009749304,1699.0,2.366295265,5.00001,1.0
3.3125,44.0,5.033519553,1.0,473.0,2.642458101,1.864,1.0
3.3924,14.0,4.765151515,0.928030303,752.0,2.848484848,0.974,1.0
1.3281,40.0,5.054347826,1.081521739,564.0,3.065217391,1.133,1.0
2.0119,17.0,5.388781431,1.081237911,1528.0,2.955512573,0.758,1.0
3.2377,32.0,4.52159013,1.082248115,3689.0,2.52844414,1.841,1.0
3.7578,24.0,5.061538462,0.957692308,781.0,3.003846154,0.692,1.0
6.0591,19.0,6.397435897,0.968660969,2457.0,3.5,2.335,1.0
6.7837,19.0,6.328571429,0.967857143,1787.0,3.191071429,2.643,1.0
4.3643,17.0,5.71886121,0.980427046,1879.0,3.34341637,1.249,1.0
4.6028,18.0,6.316306483,1.155206287,1618.0,3.178781925,2.168,1.0
4.1552,34.0,4.64,1.032,1249.0,3.330666667,2.339,1.0
2.0644,24.0,5.763285024,1.3647343,1058.0,2.555555556,0.798,1.0
7.3588,16.0,7.447916667,0.961805556,1952.0,3.388888889,3.275,1.0
5.2606,43.0,5.634615385,1.112179487,954.0,3.057692308,1.989,1.0
2.0536,42.0,4.735632184,1.042145594,946.0,3.624521073,0.5,1.0
3.0973,13.0,3.832264957,1.066773504,4293.0,2.293269231,2.519,1.0
2.1583,39.0,4.720512821,1.097435897,1368.0,3.507692308,0.62,1.0
3.6953,26.0,3.909489051,1.024817518,3262.0,4.762043796,1.768,1.0
8.1586,36.0,6.954451346,1.020703934,1298.0,2.6873706,4.043,1.0
3.0469,20.0,5.656,1.008,337.0,2.696,0.85,1.0
4.1405,5.0,5.956695157,1.120512821,9690.0,2.760683761,1.985,1.0
2.6561,14.0,3.076837416,1.066815145,6799.0,3.785634744,1.444,1.0
4.5533,15.0,4.351669941,0.974459725,3278.0,3.220039293,2.099,1.0
4.516,32.0,4.120396601,1.059490085,1310.0,1.855524079,3.5,1.0
4.1328,52.0,6.710144928,1.031884058,894.0,2.591304348,5.00001,1.0
4.9222,7.0,6.279615795,1.010138741,6657.0,3.552294557,1.429,1.0
5.1439,21.0,7.276243094,1.034990792,1392.0,2.563535912,4.14,1.0
6.0286,44.0,6.390070922,1.085106383,753.0,2.670212766,3.56,1.0
5.3359,21.0,3.677890467,1.099188641,7431.0,1.507302231,5.00001,1.0
5.212,32.0,5.589189189,0.962162162,976.0,2.637837838,2.012,1.0
2.875,52.0,3.874213836,1.004192872,921.0,1.93081761,2.34,1.0
4.5484,29.0,5.16,1.087692308,1752.0,2.695384615,2.399,1.0
2.4844,35.0,5.649819495,1.046931408,861.0,3.108303249,0.77,1.0
3.5335,21.0,3.55,1.05,2719.0,1.914788732,2.688,1.0
3.4297,30.0,6.195979899,1.075376884,620.0,3.115577889,1.125,1.0
3.0139,45.0,4.796610169,1.06779661,1076.0,2.279661017,1.941,1.0
3.6202,34.0,4.382035928,1.102994012,1338.0,1.60239521,3.661,1.0
4.8088,19.0,6.297087379,1.060194175,1334.0,2.590291262,1.695,1.0
6.2223,52.0,5.959558824,1.044117647,588.0,2.161764706,5.00001,1.0
3.625,18.0,6.469135802,1.141975309,469.0,2.895061728,1.25,1.0
10.2666,24.0,8.063545151,1.0,847.0,2.83277592,5.00001,1.0
4.4519,26.0,5.722397476,0.943217666,963.0,3.03785489,1.105,1.0
3.75,42.0,4.747787611,0.973451327,804.0,3.557522124,1.726,1.0
3.725,21.0,6.219269103,1.003322259,870.0,2.890365449,0.847,1.0
1.6382,36.0,4.02739726,1.058219178,1267.0,4.339041096,1.05,1.0
3.5114,52.0,6.372759857,1.146953405,795.0,2.849462366,1.388,1.0
6.4781,37.0,5.585657371,1.011952191,722.0,2.876494024,2.69,1.0
4.7804,19.0,6.347058824,0.994117647,1378.0,2.701960784,1.011,1.0
10.1597,16.0,7.606936416,1.121387283,450.0,2.601156069,5.00001,1.0
1.875,41.0,4.4,1.032,642.0,5.136,1.199,1.0
3.5481,36.0,4.767045455,0.917613636,1380.0,3.920454545,1.633,1.0
2.8594,45.0,3.455072464,1.075362319,1084.0,3.142028986,2.059,1.0
3.0404,25.0,4.263157895,1.070175439,1021.0,2.558897243,1.421,1.0
4.7344,18.0,3.55465587,1.032388664,384.0,1.55465587,2.0,1.0
4.1116,45.0,4.108187135,0.988304094,733.0,2.143274854,1.875,1.0
5.0025,32.0,5.932110092,1.014678899,1678.0,3.078899083,2.349,1.0
4.9531,47.0,5.884097035,1.02425876,927.0,2.498652291,1.801,1.0
2.8258,37.0,4.238670695,1.114803625,1587.0,4.794561934,2.328,1.0
3.0225,30.0,3.801857585,1.108359133,1603.0,4.962848297,1.308,1.0
1.9479,26.0,4.267326733,0.98019802,984.0,3.247524752,0.858,1.0
3.2188,38.0,5.571942446,1.035971223,636.0,2.287769784,1.505,1.0
6.2976,52.0,7.604010025,1.01754386,1158.0,2.902255639,4.984,1.0
1.867,23.0,4.701587302,1.088888889,1079.0,3.425396825,0.606,1.0
2.2612,12.0,5.235714286,1.024404762,11139.0,6.630357143,1.375,1.0
4.3145,31.0,6.465346535,1.04950495,1021.0,3.369636964,2.33,1.0
2.8202,24.0,3.136150235,1.063380282,1268.0,2.976525822,5.00001,1.0
4.8646,29.0,5.150485437,0.980582524,759.0,3.684466019,1.368,1.0
4.5833,5.0,3.888888889,1.0,384.0,2.245614035,2.304,1.0
2.5,10.0,5.381443299,1.116838488,785.0,2.697594502,1.161,1.0
3.0568,41.0,4.868243243,0.925675676,646.0,2.182432432,0.713,1.0
1.3333,30.0,8.571428571,2.158730159,122.0,1.936507937,0.425,1.0
3.1576,24.0,5.234177215,1.004219409,1101.0,2.32278481,1.472,1.0
3.6953,14.0,4.148308135,1.107271418,3979.0,2.864650828,1.926,1.0
3.8068,19.0,3.800904977,1.095022624,964.0,1.453996983,5.00001,1.0
3.055,41.0,4.119891008,1.089918256,1690.0,4.604904632,1.67,1.0
5.5959,30.0,5.782396088,1.019559902,1053.0,2.574572127,3.462,1.0
2.8649,4.0,4.958477509,1.121107266,1311.0,2.26816609,1.865,1.0
2.2551,10.0,6.251968504,1.311023622,585.0,2.303149606,0.711,1.0
3.7007,26.0,6.272311213,1.032036613,1217.0,2.784897025,1.392,1.0
5.0318,24.0,6.509933775,0.990066225,786.0,2.602649007,1.345,1.0
4.3594,44.0,5.843003413,1.071672355,691.0,2.358361775,2.213,1.0
3.0,50.0,4.169491525,1.0,698.0,1.971751412,1.688,1.0
2.8,23.0,3.899575672,1.038189533,1811.0,2.561527581,2.143,1.0
4.008,33.0,5.191176471,1.16503268,1845.0,3.014705882,1.911,1.0
4.0789,35.0,5.640198511,1.017369727,1431.0,3.550868486,1.967,1.0
1.7188,43.0,4.181818182,1.13022113,1227.0,3.014742015,1.268,1.0
3.4896,28.0,5.213414634,1.053353659,1502.0,2.289634146,1.403,1.0
1.175,52.0,4.958158996,1.087866109,635.0,2.656903766,0.561,1.0
4.282,46.0,5.532653061,1.002040816,1277.0,2.606122449,2.247,1.0
3.3047,24.0,4.306709265,1.036741214,1908.0,3.047923323,2.169,1.0
5.9196,27.0,8.852216749,1.689655172,435.0,2.142857143,5.00001,1.0
2.7708,43.0,3.772200772,1.027027027,1084.0,4.185328185,1.279,1.0
2.6487,13.0,5.07253886,1.20552677,1246.0,2.151986183,1.96,1.0
5.8578,21.0,8.652173913,1.062111801,1114.0,3.459627329,2.663,1.0
6.2344,50.0,5.826254826,1.123552124,690.0,2.664092664,5.00001,1.0
3.4612,29.0,5.010928962,0.989071038,379.0,2.071038251,4.25,1.0
7.4141,20.0,7.712605042,0.998319328,1660.0,2.789915966,2.365,1.0
4.2308,19.0,5.636363636,1.052631579,1291.0,3.088516746,4.161,1.0
5.2051,13.0,6.84244373,0.995176849,1948.0,3.131832797,1.674,1.0
3.9943,7.0,5.732044199,0.975138122,1040.0,2.872928177,1.002,1.0
3.975,18.0,3.908163265,0.959183673,487.0,4.969387755,1.625,1.0
6.3088,6.0,7.038608401,1.143826899,6223.0,2.640220619,3.403,1.0
3.3125,4.0,4.198209719,1.164961637,1512.0,1.933503836,1.385,1.0
5.9357,19.0,5.85840708,1.057522124,1160.0,2.566371681,2.074,1.0
3.1287,50.0,4.467576792,1.030716724,883.0,3.013651877,1.98,1.0
4.25,27.0,4.775665399,1.0,3033.0,5.766159696,1.629,1.0
2.0,32.0,3.741333333,1.064,1506.0,4.016,1.727,1.0
4.375,25.0,4.504424779,0.958702065,707.0,2.085545723,2.122,1.0
3.9659,33.0,5.32231405,1.066115702,334.0,2.760330579,1.118,1.0
5.3737,26.0,6.211678832,0.98540146,1337.0,3.253041363,2.529,1.0
2.6364,22.0,3.587412587,0.993006993,1254.0,2.192307692,2.711,1.0
2.1437,40.0,3.900763359,1.026717557,2150.0,4.103053435,0.948,1.0
2.0875,17.0,3.901477833,1.071428571,904.0,2.226600985,1.813,1.0
4.4,51.0,4.883449883,0.955710956,1126.0,2.624708625,3.184,1.0
3.6171,22.0,4.072840791,1.060353798,3303.0,1.718522373,3.183,1.0
2.3496,17.0,4.551391863,0.962526767,3265.0,3.495717345,0.65,1.0
5.1047,9.0,6.528042328,1.014814815,3378.0,3.574603175,1.579,1.0
2.625,32.0,5.320284698,1.185053381,905.0,3.220640569,2.125,1.0
5.4333,29.0,7.233766234,1.058441558,385.0,2.5,2.228,1.0
4.1386,2.0,8.821215733,1.414779499,2826.0,3.36829559,1.773,1.0
3.3333,29.0,4.10483871,0.947580645,684.0,2.758064516,1.988,1.0
1.8672,18.0,5.329512894,1.171919771,741.0,2.123209169,0.847,1.0
5.1014,15.0,6.578947368,1.091755939,6456.0,3.006986493,1.795,1.0
1.8242,18.0,5.945859873,1.350318471,802.0,2.554140127,0.535,1.0
6.1805,32.0,7.526748971,1.0781893,677.0,2.78600823,2.479,1.0
2.6346,44.0,5.013586957,1.099184783,1922.0,2.611413043,1.398,1.0
4.2,35.0,4.372093023,0.91627907,640.0,2.976744186,1.813,1.0
2.3214,36.0,3.725694444,0.940972222,1385.0,4.809027778,1.048,1.0
2.535,24.0,5.085388994,1.149905123,1728.0,3.278937381,0.748,1.0
5.1857,18.0,6.274074074,1.022222222,1276.0,3.150617284,2.201,1.0
6.1949,5.0,6.27383592,1.032150776,2565.0,2.84368071,2.387,1.0
3.0625,52.0,6.108958838,1.113801453,1167.0,2.82566586,1.274,1.0
3.4722,40.0,4.944649446,1.15498155,766.0,2.826568266,1.354,1.0
4.1458,6.0,6.575,1.0875,841.0,2.628125,1.163,1.0
2.1944,33.0,4.56741573,1.061797753,1062.0,2.983146067,1.396,1.0
5.5789,36.0,5.365461847,1.036144578,678.0,2.722891566,2.92,1.0
1.9707,12.0,5.213774597,1.170840787,2711.0,2.424865832,1.079,1.0
4.6473,36.0,5.482758621,1.009404389,855.0,2.680250784,2.271,1.0
5.8891,37.0,6.522641509,1.026415094,1344.0,2.535849057,2.26,1.0
2.6101,27.0,3.921419518,1.097591888,1364.0,1.728770596,1.817,1.0
1.3594,36.0,5.026315789,1.141447368,1334.0,4.388157895,0.483,1.0
4.7275,26.0,5.367901235,1.004938272,2347.0,2.897530864,2.93,1.0
2.9402,33.0,5.550617284,1.071604938,1461.0,3.607407407,0.562,1.0
5.9546,39.0,5.669064748,0.920863309,413.0,2.971223022,3.967,1.0
4.4167,40.0,4.973544974,0.997354497,1229.0,3.251322751,1.746,1.0
4.2564,25.0,5.592105263,1.085526316,4528.0,4.255639098,2.046,1.0
2.7794,52.0,3.490415335,1.047923323,1266.0,2.022364217,3.5,1.0
3.5769,41.0,4.94,1.1,925.0,18.5,1.357,1.0
4.5293,19.0,6.920661157,1.130578512,1827.0,3.019834711,2.104,1.0
2.7736,20.0,7.544692737,1.600558659,892.0,2.491620112,1.078,1.0
1.7961,52.0,3.578947368,1.298245614,248.0,4.350877193,0.475,1.0
2.7432,35.0,5.204408818,1.046092184,1231.0,2.466933868,1.74,1.0
1.2049,17.0,4.3375,1.20625,775.0,2.421875,0.44,1.0
3.1215,36.0,3.856321839,1.045977011,1659.0,3.17816092,1.536,1.0
3.0147,30.0,4.385714286,1.133333333,1491.0,3.55,1.551,1.0
1.2056,23.0,3.398843931,0.907514451,716.0,4.138728324,0.875,1.0
2.3844,13.0,5.333333333,1.020715631,1065.0,2.005649718,0.986,1.0
2.6033,52.0,5.465454545,1.083636364,690.0,2.509090909,1.629,1.0
4.4083,17.0,6.551181102,0.996062992,736.0,2.897637795,1.658,1.0
