ID,FuelType,TransmissionType,Doors
810.0,Petrol,Manual,3doors
811.0,Petrol,Manual,4doors
812.0,Petrol,Manual,3doors
814.0,Petrol,Manual,3doors
816.0,Petrol,Manual,3doors
820.0,,Manual,3doors
823.0,Petrol,Manual,4doors
824.0,Petrol,Automatic,3doors
827.0,Petrol,Manual,4doors
828.0,Petrol,Manual,3doors
829.0,Petrol,Manual,4doors
834.0,Petrol,Manual,3doors
835.0,Petrol,Manual,4doors
838.0,Petrol,Manual,3doors
840.0,Petrol,Manual,3doors
841.0,Petrol,Automatic,4doors
842.0,Petrol,Manual,3doors
844.0,Petrol,Manual,3doors
845.0,Petrol,Manual,4doors
846.0,Petrol,Manual,3doors
851.0,Petrol,Manual,4doors
852.0,Petrol,Manual,3doors
855.0,Petrol,Manual,4doors
859.0,Petrol,Manual,4doors
860.0,Petrol,Manual,3doors
863.0,Petrol,Manual,4doors
865.0,Petrol,Manual,4doors
869.0,Petrol,Automatic,4doors
870.0,Petrol,Automatic,3doors
872.0,Petrol,Manual,3doors
873.0,Petrol,Manual,4doors
874.0,Petrol,Manual,3doors
878.0,Petrol,Manual,3doors
880.0,Petrol,Manual,3doors
883.0,Petrol,Manual,4doors
886.0,Petrol,Manual,3doors
889.0,Petrol,Manual,4doors
890.0,Petrol,Manual,3doors
892.0,Petrol,Manual,3doors
893.0,Petrol,Manual,4doors
895.0,Petrol,Manual,4doors
897.0,Petrol,Automatic,4doors
898.0,Petrol,Manual,3doors
900.0,Petrol,Manual,3doors
901.0,Petrol,Manual,4doors
905.0,Petrol,Manual,4doors
906.0,Petrol,Manual,3doors
907.0,Petrol,Manual,4doors
909.0,Petrol,Manual,4doors
910.0,Petrol,Manual,3doors
912.0,Petrol,Manual,3doors
913.0,Petrol,Automatic,4doors
914.0,Petrol,Manual,3doors
915.0,Petrol,Manual,4doors
920.0,Petrol,Manual,3doors
921.0,Petrol,Manual,4doors
922.0,Petrol,Manual,3doors
923.0,Petrol,Manual,4doors
925.0,Petrol,Manual,4doors
926.0,Petrol,Manual,3doors
930.0,Petrol,Manual,3doors
934.0,Petrol,Manual,3doors
938.0,Petrol,Manual,3doors
939.0,Petrol,Manual,4doors
941.0,Petrol,Manual,4doors
944.0,Petrol,Manual,3doors
947.0,Petrol,Manual,4doors
948.0,Petrol,Automatic,3doors
949.0,Petrol,Manual,4doors
950.0,Petrol,Manual,3doors
951.0,Petrol,Manual,4doors
953.0,Petrol,Manual,4doors
955.0,Petrol,Manual,4doors
958.0,Petrol,Manual,3doors
960.0,Petrol,Manual,3doors
964.0,Petrol,Manual,3doors
967.0,Petrol,Manual,4doors
970.0,Petrol,Manual,3doors
972.0,Petrol,Manual,3doors
973.0,Petrol,Manual,4doors
975.0,Petrol,Manual,4doors
976.0,Petrol,Manual,3doors
978.0,Petrol,Manual,3doors
979.0,Petrol,Manual,4doors
981.0,Petrol,Manual,4doors
985.0,Petrol,Manual,4doors
987.0,Petrol,Manual,4doors
988.0,Petrol,Manual,3doors
994.0,Petrol,Manual,3doors
995.0,Petrol,Manual,4doors
999.0,Petrol,Manual,4doors
1001.0,Petrol,Manual,4doors
1002.0,Petrol,Automatic,3doors
133.0,Petrol,Manual,4doors
143.0,Petrol,Manual,4doors
149.0,Petrol,Manual,4doors
155.0,Petrol,Manual,4doors
156.0,Petrol,Manual,4doors
160.0,Petrol,Automatic,4doors
163.0,Petrol,Manual,4doors
167.0,Petrol,Manual,4doors
169.0,Petrol,Manual,4doors
184.0,Petrol,Manual,4doors
187.0,Diesel,Manual,4doors
223.0,Petrol,Manual,4doors
247.0,Petrol,Manual,4doors
251.0,Petrol,Manual,4doors
262.0,Petrol,Manual,4doors
273.0,Diesel,Manual,4doors
319.0,Petrol,Manual,4doors
356.0,Petrol,Manual,4doors
370.0,Petrol,Manual,4doors
379.0,Diesel,Manual,4doors
381.0,Diesel,Manual,4doors
389.0,Diesel,Manual,4doors
398.0,Diesel,Manual,4doors
399.0,Petrol,Manual,4doors
410.0,Petrol,Manual,4doors
439.0,Petrol,Manual,4doors
440.0,Petrol,Manual,4doors
442.0,Petrol,Manual,4doors
445.0,Petrol,Manual,4doors
456.0,Petrol,Manual,4doors
464.0,Diesel,Manual,4doors
477.0,Petrol,Manual,4doors
479.0,Petrol,Manual,4doors
481.0,Diesel,Manual,4doors
489.0,Petrol,Manual,4doors
490.0,Petrol,Manual,4doors
494.0,Petrol,Manual,4doors
501.0,Petrol,Manual,4doors
506.0,Petrol,Manual,4doors
531.0,Petrol,Manual,4doors
539.0,Petrol,Manual,4doors
542.0,Petrol,Manual,4doors
566.0,Petrol,Manual,4doors
596.0,Petrol,Manual,4doors
603.0,Petrol,Manual,4doors
605.0,Diesel,Manual,4doors
609.0,Diesel,Manual,4doors
630.0,Petrol,Manual,4doors
639.0,Petrol,Manual,4doors
642.0,Petrol,Manual,4doors
645.0,Diesel,Manual,4doors
650.0,Petrol,Manual,4doors
660.0,Petrol,Manual,4doors
667.0,Petrol,Manual,4doors
690.0,Petrol,Manual,4doors
694.0,Petrol,Manual,4doors
696.0,Petrol,Manual,4doors
702.0,Petrol,Manual,4doors
707.0,Petrol,Manual,4doors
716.0,Petrol,Manual,4doors
721.0,Petrol,Manual,4doors
729.0,Petrol,Manual,4doors
733.0,Petrol,Manual,4doors
748.0,Petrol,Manual,4doors
752.0,Petrol,Manual,4doors
758.0,Petrol,Manual,4doors
761.0,Petrol,Manual,2doors
762.0,Petrol,Manual,4doors
774.0,Petrol,Manual,4doors
783.0,Petrol,Manual,4doors
821.0,Petrol,Manual,4doors
825.0,Petrol,Manual,4doors
839.0,Petrol,Manual,4doors
848.0,Petrol,Manual,4doors
850.0,Petrol,Manual,4doors
854.0,Petrol,Manual,4doors
879.0,Petrol,Manual,4doors
881.0,Petrol,Manual,4doors
882.0,Petrol,Manual,4doors
896.0,Petrol,Manual,4doors
927.0,Petrol,Automatic,4doors
952.0,Petrol,Manual,4doors
954.0,Petrol,Manual,4doors
957.0,Petrol,Automatic,4doors
966.0,Petrol,Manual,4doors
974.0,Petrol,Manual,4doors
984.0,Petrol,Manual,4doors
986.0,Petrol,Automatic,4doors
991.0,Petrol,Manual,4doors
1000.0,Petrol,Manual,4doors
